Salary Structure,Grade Level,Step,Grade Level/Step,Annual Salary
CONTEDISS,2,12,CONTEDISS/2/12,410037.15
CONTEDISS,2,13,CONTEDISS/2/13,420303.28
CONTEDISS,2,14,CONTEDISS/2/14,430569.4
CONTEDISS,2,15,CONTEDISS/2/15,440835.53
CONTEDISS,3,1,CONTEDISS/3/1,311442.17
CONTEDISS,3,2,CONTEDISS/3/2,323773.81
CONTEDISS,3,3,CONTEDISS/3/3,336105.45
CONTEDISS,3,4,CONTEDISS/3/4,348437.09
CONTEDISS,3,5,CONTEDISS/3/5,360768.72
CONTEDISS,3,6,CONTEDISS/3/6,373100.36
CONTEDISS,3,7,CONTEDISS/3/7,385432
CONTEDISS,3,8,CONTEDISS/3/8,397763.64
CONTEDISS,3,9,CONTEDISS/3/9,410095.28
CONTEDISS,3,10,CONTEDISS/3/10,422426.91
CONTEDISS,3,11,CONTEDISS/3/11,434758.55
CONTEDISS,3,12,CONTEDISS/3/12,447090.19
CONTEDISS,3,13,CONTEDISS/3/13,459421.83
CONTEDISS,3,14,CONTEDISS/3/14,471753.47
CONTEDISS,3,15,CONTEDISS/3/15,484085.11
CONTEDISS,4,1,CONTEDISS/4/1,353499.83
CONTEDISS,4,2,CONTEDISS/4/2,367832.26
CONTEDISS,4,3,CONTEDISS/4/3,382164.68
CONTEDISS,4,4,CONTEDISS/4/4,396497.11
CONTEDISS,4,5,CONTEDISS/4/5,410829.54
CONTEDISS,4,6,CONTEDISS/4/6,425161.96
CONTEDISS,4,7,CONTEDISS/4/7,439494.39
CONTEDISS,4,8,CONTEDISS/4/8,453826.81
CONTEDISS,4,9,CONTEDISS/4/9,468159.24
CONTEDISS,4,10,CONTEDISS/4/10,482491.67
CONTEDISS,4,11,CONTEDISS/4/11,496824.09
CONTEDISS,4,12,CONTEDISS/4/12,511156.52
CONTEDISS,4,13,CONTEDISS/4/13,525488.95
CONTEDISS,4,14,CONTEDISS/4/14,539821.37
CONTEDISS,4,15,CONTEDISS/4/15,554153.8
CONTEDISS,5,1,CONTEDISS/5/1,432015.99
CONTEDISS,5,2,CONTEDISS/5/2,449481.46
CONTEDISS,5,3,CONTEDISS/5/3,466946.93
CONTEDISS,5,4,CONTEDISS/5/4,484412.4
CONTEDISS,5,5,CONTEDISS/5/5,501877.87
CONTEDISS,5,6,CONTEDISS/5/6,519343.33
CONTEDISS,5,7,CONTEDISS/5/7,536808.8
CONTEDISS,5,8,CONTEDISS/5/8,554274.27
CONTEDISS,5,9,CONTEDISS/5/9,571739.74
CONTEDISS,5,10,CONTEDISS/5/10,589205.21
CONTEDISS,5,11,CONTEDISS/5/11,606670.68
CONTEDISS,5,12,CONTEDISS/5/12,624136.15
CONTEDISS,5,13,CONTEDISS/5/13,641601.62
CONTEDISS,5,14,CONTEDISS/5/14,659067.09
CONTEDISS,5,15,CONTEDISS/5/15,676532.55
CONTEDISS,6,1,CONTEDISS/6/1,698250.97
CONTEDISS,6,2,CONTEDISS/6/2,724281.85
CONTEDISS,6,3,CONTEDISS/6/3,750312.73
CONTEDISS,6,4,CONTEDISS/6/4,776343.6
CONTEDISS,6,5,CONTEDISS/6/5,802374.48
CONTEDISS,6,6,CONTEDISS/6/6,828405.36
CONTEDISS,6,7,CONTEDISS/6/7,854436.23
CONTEDISS,6,8,CONTEDISS/6/8,880467.11
CONTEDISS,6,9,CONTEDISS/6/9,906497.99
CONTEDISS,6,10,CONTEDISS/6/10,932528.86
CONTEDISS,6,11,CONTEDISS/6/11,958559.74
CONTEDISS,6,12,CONTEDISS/6/12,984590.62
CONTEDISS,6,13,CONTEDISS/6/13,1010621.49
CONTEDISS,6,14,CONTEDISS/6/14,1036652.37
CONTEDISS,6,15,CONTEDISS/6/15,1062683.25
CONTEDISS,7,1,CONTEDISS/7/1,1073217.31
CONTEDISS,7,2,CONTEDISS/7/2,1110095.13
CONTEDISS,7,3,CONTEDISS/7/3,1146972.94
CONTEDISS,7,4,CONTEDISS/7/4,1183850.76
CONTEDISS,7,5,CONTEDISS/7/5,1220728.58
CONTEDISS,7,6,CONTEDISS/7/6,1257606.39
CONTEDISS,7,7,CONTEDISS/7/7,1294484.21
CONTEDISS,7,8,CONTEDISS/7/8,1331362.03
CONTEDISS,7,9,CONTEDISS/7/9,1368239.84
CONTEDISS,7,10,CONTEDISS/7/10,1405117.66
CONTEDISS,7,11,CONTEDISS/7/11,1441995.48
CONTEDISS,7,12,CONTEDISS/7/12,1478874.83
CONTEDISS,7,13,CONTEDISS/7/13,1515752.64
CONTEDISS,7,14,CONTEDISS/7/14,1552630.46
CONTEDISS,7,15,CONTEDISS/7/15,1589508.28
CONTEDISS,8,1,CONTEDISS/8/1,1247853.6
CONTEDISS,8,2,CONTEDISS/8/2,1291257.31
CONTEDISS,8,3,CONTEDISS/8/3,1334661.02
CONTEDISS,8,4,CONTEDISS/8/4,1378066.26
CONTEDISS,8,5,CONTEDISS/8/5,1421469.97
CONTEDISS,8,6,CONTEDISS/8/6,1464875.21
CONTEDISS,8,7,CONTEDISS/8/7,1508278.92
CONTEDISS,8,8,CONTEDISS/8/8,1551684.17
CONTEDISS,8,9,CONTEDISS/8/9,1595087.88
CONTEDISS,8,10,CONTEDISS/8/10,1638493.12
CONTEDISS,8,11,CONTEDISS/8/11,1681896.83
CONTEDISS,8,12,CONTEDISS/8/12,1725302.07
CONTEDISS,8,13,CONTEDISS/8/13,1768705.78
CONTEDISS,8,14,CONTEDISS/8/14,1812109.49
CONTEDISS,8,15,CONTEDISS/8/15,1855514.74
CONTEDISS,9,1,CONTEDISS/9/1,1449363.37
CONTEDISS,9,2,CONTEDISS/9/2,1496524.65
CONTEDISS,9,3,CONTEDISS/9/3,1543687.45
CONTEDISS,9,4,CONTEDISS/9/4,1590848.73
CONTEDISS,9,5,CONTEDISS/9/5,1638010
CONTEDISS,9,6,CONTEDISS/9/6,1685171.28
CONTEDISS,9,7,CONTEDISS/9/7,1732334.09
CONTEDISS,9,8,CONTEDISS/9/8,1779495.36
CONTEDISS,9,9,CONTEDISS/9/9,1826656.64
CONTEDISS,9,10,CONTEDISS/9/10,1873817.91
CONTEDISS,9,11,CONTEDISS/9/11,1920980.72
CONTEDISS,9,12,CONTEDISS/9/12,1968142
CONTEDISS,9,13,CONTEDISS/9/13,2015303.27
CONTEDISS,9,14,CONTEDISS/9/14,2062464.55
CONTEDISS,9,15,CONTEDISS/9/15,2109627.36
CONTEDISS,10,1,CONTEDISS/10/1,1632502.03
CONTEDISS,10,2,CONTEDISS/10/2,1703912.48
CONTEDISS,10,3,CONTEDISS/10/3,1775322.93
CONTEDISS,10,4,CONTEDISS/10/4,1846733.38
CONTEDISS,10,5,CONTEDISS/10/5,1918143.84
CONTEDISS,10,6,CONTEDISS/10/6,1989554.29
CONTEDISS,10,7,CONTEDISS/10/7,2060964.74
CONTEDISS,10,8,CONTEDISS/10/8,2132375.19
CONTEDISS,10,9,CONTEDISS/10/9,2203785.65
CONTEDISS,10,10,CONTEDISS/10/10,2275196.1
CONTEDISS,10,11,CONTEDISS/10/11,2346606.55
CONTEDISS,11,1,CONTEDISS/11/1,1823167.47
CONTEDISS,11,2,CONTEDISS/11/2,1898669.99
CONTEDISS,11,3,CONTEDISS/11/3,1974170.97
CONTEDISS,11,4,CONTEDISS/11/4,2049673.49
CONTEDISS,11,5,CONTEDISS/11/5,2125176.01
CONTEDISS,11,6,CONTEDISS/11/6,2200676.99
CONTEDISS,11,7,CONTEDISS/11/7,2276179.51
CONTEDISS,11,8,CONTEDISS/11/8,2351682.02
CONTEDISS,11,9,CONTEDISS/11/9,2427183.01
CONTEDISS,11,10,CONTEDISS/11/10,2502685.53
CONTEDISS,11,11,CONTEDISS/11/11,2578126.69
CONTEDISS,12,1,CONTEDISS/12/1,2014717.4
CONTEDISS,12,2,CONTEDISS/12/2,2095998.9
CONTEDISS,12,3,CONTEDISS/12/3,2177278.86
CONTEDISS,12,4,CONTEDISS/12/4,2258558.83
CONTEDISS,12,5,CONTEDISS/12/5,2339840.33
CONTEDISS,12,6,CONTEDISS/12/6,2421120.29
CONTEDISS,12,7,CONTEDISS/12/7,2502401.79
CONTEDISS,12,8,CONTEDISS/12/8,2583681.76
CONTEDISS,12,9,CONTEDISS/12/9,2664963.25
CONTEDISS,12,10,CONTEDISS/12/10,2746243.22
CONTEDISS,12,11,CONTEDISS/12/11,2827524.72
CONTEDISS,13,1,CONTEDISS/13/1,2723069.01
CONTEDISS,13,2,CONTEDISS/13/2,2836736.12
CONTEDISS,13,3,CONTEDISS/13/3,2950403.23
CONTEDISS,13,4,CONTEDISS/13/4,3064070.34
CONTEDISS,13,5,CONTEDISS/13/5,3177737.45
CONTEDISS,13,6,CONTEDISS/13/6,3291403.02
CONTEDISS,13,7,CONTEDISS/13/7,3405070.13
CONTEDISS,13,8,CONTEDISS/13/8,3518737.24
CONTEDISS,13,9,CONTEDISS/13/9,3632404.34
CONTEDISS,14,1,CONTEDISS/14/1,3352333.85
CONTEDISS,14,2,CONTEDISS/14/2,3489725.77
CONTEDISS,14,3,CONTEDISS/14/3,3627119.21
CONTEDISS,14,4,CONTEDISS/14/4,3764511.13
CONTEDISS,14,5,CONTEDISS/14/5,3901903.04
CONTEDISS,14,6,CONTEDISS/14/6,4039294.95
CONTEDISS,14,7,CONTEDISS/14/7,4176686.87
CONTEDISS,14,8,CONTEDISS/14/8,4314078.78
CONTEDISS,14,9,CONTEDISS/14/9,4451470.69
CONTEDISS,15,1,CONTEDISS/15/1,4047461.91
CONTEDISS,15,2,CONTEDISS/15/2,4204744.38
CONTEDISS,15,3,CONTEDISS/15/3,4362026.84
CONTEDISS,15,4,CONTEDISS/15/4,4517775.61
CONTEDISS,15,5,CONTEDISS/15/5,4676591.78
CONTEDISS,15,6,CONTEDISS/15/6,4833872.72
CONTEDISS,15,7,CONTEDISS/15/7,4991156.72
CONTEDISS,15,8,CONTEDISS/15/8,5148437.65
CONTEDISS,15,9,CONTEDISS/15/9,5305720.12
CONPSS,1,1,CONPSS/1/1,204877.78
CONPSS,1,2,CONPSS/1/2,209346.98
CONPSS,1,3,CONPSS/1/3,213816.18
CONPSS,1,4,CONPSS/1/4,218285.39
CONPSS,1,5,CONPSS/1/5,222754.59
CONPSS,1,6,CONPSS/1/6,227223.79
CONPSS,1,7,CONPSS/1/7,231692.99
CONPSS,1,8,CONPSS/1/8,236162.19
CONPSS,1,9,CONPSS/1/9,240631.4
CONPSS,1,10,CONPSS/1/10,245100.6
CONPSS,1,11,CONPSS/1/11,249569.8
CONPSS,1,12,CONPSS/1/12,254039
CONPSS,1,13,CONPSS/1/13,258508.2
CONPSS,1,14,CONPSS/1/14,262977.4
CONPSS,1,15,CONPSS/1/15,267446.61
CONPSS,2,1,CONPSS/2/1,208205.91
CONPSS,2,2,CONPSS/2/2,214049.31
CONPSS,2,3,CONPSS/2/3,219892.7
CONPSS,2,4,CONPSS/2/4,225736.1
CONPSS,2,5,CONPSS/2/5,231579.5
CONPSS,2,6,CONPSS/2/6,237422.89
CONPSS,2,7,CONPSS/2/7,243266.29
CONPSS,2,8,CONPSS/2/8,249109.69
CONPSS,2,9,CONPSS/2/9,254953.09
CONPSS,2,10,CONPSS/2/10,260796.48
CONPSS,2,11,CONPSS/2/11,266639.88
CONPSS,2,12,CONPSS/2/12,272483.28
CONPSS,2,13,CONPSS/2/13,278326.67
CONPSS,2,14,CONPSS/2/14,284170.07
CONPSS,2,15,CONPSS/2/15,290013.47
CONPSS,3,1,CONPSS/3/1,211047.86
CONPSS,3,2,CONPSS/3/2,218230.17
CONPSS,3,3,CONPSS/3/3,225412.49
CONPSS,3,4,CONPSS/3/4,232594.81
CONPSS,3,5,CONPSS/3/5,239777.12
CONPSS,3,6,CONPSS/3/6,246959.44
CONPSS,3,7,CONPSS/3/7,254141.76
CONPSS,3,8,CONPSS/3/8,261324.08
CONPSS,3,9,CONPSS/3/9,268506.39
CONPSS,3,10,CONPSS/3/10,275688.71
CONPSS,3,11,CONPSS/3/11,282871.03
CONPSS,3,12,CONPSS/3/12,290053.34
CONPSS,3,13,CONPSS/3/13,297235.66
CONPSS,3,14,CONPSS/3/14,304417.98
CONPSS,3,15,CONPSS/3/15,311600.3
CONPSS,4,1,CONPSS/4/1,221072.12
CONPSS,4,2,CONPSS/4/2,229700.72
CONPSS,4,3,CONPSS/4/3,238329.31
CONPSS,4,4,CONPSS/4/4,246957.91
CONPSS,4,5,CONPSS/4/5,255586.5
CONPSS,4,6,CONPSS/4/6,264215.1
CONPSS,4,7,CONPSS/4/7,272843.7
CONPSS,4,8,CONPSS/4/8,281472.29
CONPSS,4,9,CONPSS/4/9,290100.89
CONPSS,4,10,CONPSS/4/10,298729.48
CONPSS,4,11,CONPSS/4/11,307358.08
CONPSS,4,12,CONPSS/4/12,315986.68
CONPSS,4,13,CONPSS/4/13,324615.27
CONPSS,4,14,CONPSS/4/14,333243.87
CONPSS,4,15,CONPSS/4/15,341872.47
CONPSS,5,1,CONPSS/5/1,250497.69
CONPSS,5,2,CONPSS/5/2,260521.95
CONPSS,5,3,CONPSS/5/3,270546.21
CONPSS,5,4,CONPSS/5/4,280570.48
CONPSS,5,5,CONPSS/5/5,290594.74
CONPSS,5,6,CONPSS/5/6,300619
CONPSS,5,7,CONPSS/5/7,310643.27
CONPSS,5,8,CONPSS/5/8,320667.53
CONPSS,5,9,CONPSS/5/9,330691.79
CONPSS,5,10,CONPSS/5/10,340716.06
CONPSS,5,11,CONPSS/5/11,350740.32
CONPSS,5,12,CONPSS/5/12,360764.58
CONPSS,5,13,CONPSS/5/13,370788.85
CONPSS,5,14,CONPSS/5/14,380813.11
CONPSS,5,15,CONPSS/5/15,390837.37
CONPSS,6,1,CONPSS/6/1,305428.69
CONPSS,6,2,CONPSS/6/2,317647.67
CONPSS,6,3,CONPSS/6/3,329866.66
CONPSS,6,4,CONPSS/6/4,342085.65
CONPSS,6,5,CONPSS/6/5,354304.64
CONPSS,6,6,CONPSS/6/6,366523.63
CONPSS,6,7,CONPSS/6/7,378742.61
CONPSS,6,8,CONPSS/6/8,390961.6
CONPSS,6,9,CONPSS/6/9,403180.59
CONPSS,6,10,CONPSS/6/10,415399.58
CONPSS,6,11,CONPSS/6/11,427618.57
CONPSS,6,12,CONPSS/6/12,439837.55
CONPSS,6,13,CONPSS/6/13,452056.54
CONPSS,6,14,CONPSS/6/14,464275.53
CONPSS,6,15,CONPSS/6/15,476494.52
CONPSS,7,1,CONPSS/7/1,507165.45
CONPSS,7,2,CONPSS/7/2,525918
CONPSS,7,3,CONPSS/7/3,544670.55
CONPSS,7,4,CONPSS/7/4,563423.1
CONPSS,7,5,CONPSS/7/5,582175.65
CONPSS,7,6,CONPSS/7/6,600928.2
CONPSS,7,7,CONPSS/7/7,619680.75
CONPSS,7,8,CONPSS/7/8,638433.3
CONPSS,7,9,CONPSS/7/9,657185.85
CONPSS,7,10,CONPSS/7/10,675938.4
CONPSS,7,11,CONPSS/7/11,694690.95
CONPSS,7,12,CONPSS/7/12,713443.5
CONPSS,7,13,CONPSS/7/13,732196.05
CONPSS,7,14,CONPSS/7/14,750948.6
CONPSS,7,15,CONPSS/7/15,769701.15
CONPSS,8,1,CONPSS/8/1,655383.75
CONPSS,8,2,CONPSS/8/2,677703.69
CONPSS,8,3,CONPSS/8/3,700023.62
CONPSS,8,4,CONPSS/8/4,722343.56
CONPSS,8,5,CONPSS/8/5,744663.5
CONPSS,8,6,CONPSS/8/6,766983.43
CONPSS,8,7,CONPSS/8/7,789303.37
CONPSS,8,8,CONPSS/8/8,811623.3
CONPSS,8,9,CONPSS/8/9,833943.24
CONPSS,8,10,CONPSS/8/10,856263.18
CONPSS,8,11,CONPSS/8/11,878583.11
CONPSS,8,12,CONPSS/8/12,900903.05
CONPSS,8,13,CONPSS/8/13,923222.98
CONPSS,8,14,CONPSS/8/14,945542.92
CONPSS,8,15,CONPSS/8/15,967862.86
CONPSS,9,1,CONPSS/9/1,769856.05
CONPSS,9,2,CONPSS/9/2,796430.47
CONPSS,9,3,CONPSS/9/3,823004.89
CONPSS,9,4,CONPSS/9/4,849579.31
CONPSS,9,5,CONPSS/9/5,876153.73
CONPSS,9,6,CONPSS/9/6,902728.15
CONPSS,9,7,CONPSS/9/7,929302.57
CONPSS,9,8,CONPSS/9/8,955876.99
CONPSS,9,9,CONPSS/9/9,982451.41
CONPSS,9,10,CONPSS/9/10,1009025.83
CONPSS,9,11,CONPSS/9/11,1035600.25
CONPSS,9,12,CONPSS/9/12,1062174.67
CONPSS,9,13,CONPSS/9/13,1088749.09
CONPSS,9,14,CONPSS/9/14,1115323.51
CONPSS,9,15,CONPSS/9/15,1141897.93
CONPSS,10,1,CONPSS/10/1,903711.25
CONPSS,10,2,CONPSS/10/2,932934.37
CONPSS,10,3,CONPSS/10/3,962157.49
CONPSS,10,4,CONPSS/10/4,991380.61
CONPSS,10,5,CONPSS/10/5,1020603.73
CONPSS,10,6,CONPSS/10/6,1049826.85
CONPSS,10,7,CONPSS/10/7,1079049.97
CONPSS,10,8,CONPSS/10/8,1108273.09
CONPSS,10,9,CONPSS/10/9,1137496.21
CONPSS,10,10,CONPSS/10/10,1166719.33
CONPSS,10,11,CONPSS/10/11,1195942.45
CONPSS,10,12,CONPSS/10/12,1225165.57
CONPSS,10,13,CONPSS/10/13,1254388.69
CONPSS,10,14,CONPSS/10/14,1283611.81
CONPSS,10,15,CONPSS/10/15,1312834.93
CONPSS,12,1,CONPSS/12/1,1042408.35
CONPSS,12,2,CONPSS/12/2,1087736.85
CONPSS,12,3,CONPSS/12/3,1133065.35
CONPSS,12,4,CONPSS/12/4,1178393.86
CONPSS,12,5,CONPSS/12/5,1223722.36
CONPSS,12,6,CONPSS/12/6,1269050.86
CONPSS,12,7,CONPSS/12/7,1314379.37
CONPSS,12,8,CONPSS/12/8,1359707.87
CONPSS,12,9,CONPSS/12/9,1405036.37
CONPSS,12,10,CONPSS/12/10,1450364.88
CONPSS,12,11,CONPSS/12/11,1495693.38
CONPSS,13,1,CONPSS/13/1,1163432.61
CONPSS,13,2,CONPSS/13/2,1211354.6
CONPSS,13,3,CONPSS/13/3,1259276.59
CONPSS,13,4,CONPSS/13/4,1307198.58
CONPSS,13,5,CONPSS/13/5,1355120.57
CONPSS,13,6,CONPSS/13/6,1403042.56
CONPSS,13,7,CONPSS/13/7,1450964.55
CONPSS,13,8,CONPSS/13/8,1498886.54
CONPSS,13,9,CONPSS/13/9,1546808.53
CONPSS,13,10,CONPSS/13/10,1594730.52
CONPSS,13,11,CONPSS/13/11,1642652.51
CONPSS,14,1,CONPSS/14/1,1285018.21
CONPSS,14,2,CONPSS/14/2,1336608.81
CONPSS,14,3,CONPSS/14/3,1388199.41
CONPSS,14,4,CONPSS/14/4,1439790.02
CONPSS,14,5,CONPSS/14/5,1491380.62
CONPSS,14,6,CONPSS/14/6,1542971.22
CONPSS,14,7,CONPSS/14/7,1594561.82
CONPSS,14,8,CONPSS/14/8,1646152.42
CONPSS,14,9,CONPSS/14/9,1697743.02
CONPSS,14,10,CONPSS/14/10,1749333.62
CONPSS,14,11,CONPSS/14/11,1800924.22
CONPSS,15,1,CONPSS/15/1,1767816.24
CONPSS,15,2,CONPSS/15/2,1840881.71
CONPSS,15,3,CONPSS/15/3,1913947.17
CONPSS,15,4,CONPSS/15/4,1987012.64
CONPSS,15,5,CONPSS/15/5,2060078.11
CONPSS,15,6,CONPSS/15/6,2133143.58
CONPSS,15,7,CONPSS/15/7,2206209.05
CONPSS,15,8,CONPSS/15/8,2279274.51
CONPSS,15,9,CONPSS/15/9,2352339.98
CONPSS,16,1,CONPSS/16/1,2186876.76
CONPSS,16,2,CONPSS/16/2,2274688.75
CONPSS,16,3,CONPSS/16/3,2362500.74
CONPSS,16,4,CONPSS/16/4,2450312.74
CONPSS,16,5,CONPSS/16/5,2538124.73
CONPSS,16,6,CONPSS/16/6,2625936.72
CONPSS,16,7,CONPSS/16/7,2713748.72
CONPSS,16,8,CONPSS/16/8,2801560.71
CONPSS,16,9,CONPSS/16/9,2889372.71
CONPSS,17,1,CONPSS/17/1,4172800
CONPSS,17,2,CONPSS/17/2,4331367
CONPSS,17,3,CONPSS/17/3,4489934
CONPSS,17,4,CONPSS/17/4,4648501
CONPSS,17,5,CONPSS/17/5,4807068
CONPSS,17,6,CONPSS/17/6,4965635
CONPSS,17,7,CONPSS/17/7,5124202
CONPSS,17,8,CONPSS/17/8,5282769
CONPSS,17,9,CONPSS/17/9,5441336
CONHESS,1,1,CONHESS/1/1,257069.77
CONHESS,1,2,CONHESS/1/2,264380.92
CONHESS,1,3,CONHESS/1/3,271692.07
CONHESS,1,4,CONHESS/1/4,279003.23
CONHESS,1,5,CONHESS/1/5,286314.38
CONHESS,1,6,CONHESS/1/6,293625.53
CONHESS,1,7,CONHESS/1/7,300936.68
CONHESS,1,8,CONHESS/1/8,308247.84
CONHESS,1,9,CONHESS/1/9,315558.99
CONHESS,1,10,CONHESS/1/10,322870.14
CONHESS,1,11,CONHESS/1/11,330181.29
CONHESS,1,12,CONHESS/1/12,337492.45
CONHESS,1,13,CONHESS/1/13,344803.6
CONHESS,1,14,CONHESS/1/14,352114.75
CONHESS,1,15,CONHESS/1/15,359425.9
CONHESS,2,1,CONHESS/2/1,260622.64
CONHESS,2,2,CONHESS/2/2,269609.43
CONHESS,2,3,CONHESS/2/3,278596.23
CONHESS,2,4,CONHESS/2/4,287583.02
CONHESS,2,5,CONHESS/2/5,296569.82
CONHESS,2,6,CONHESS/2/6,305556.61
CONHESS,2,7,CONHESS/2/7,314543.41
CONHESS,2,8,CONHESS/2/8,323530.2
CONHESS,2,9,CONHESS/2/9,332517
CONHESS,2,10,CONHESS/2/10,341503.79
CONHESS,2,11,CONHESS/2/11,350490.59
CONHESS,2,12,CONHESS/2/12,359477.38
CONHESS,2,13,CONHESS/2/13,368464.18
CONHESS,2,14,CONHESS/2/14,377450.97
CONHESS,2,15,CONHESS/2/15,386437.77
CONHESS,3,1,CONHESS/3/1,273169.19
CONHESS,3,2,CONHESS/3/2,283964.12
CONHESS,3,3,CONHESS/3/3,294759.05
CONHESS,3,4,CONHESS/3/4,305553.98
CONHESS,3,5,CONHESS/3/5,316348.92
CONHESS,3,6,CONHESS/3/6,327143.85
CONHESS,3,7,CONHESS/3/7,337938.78
CONHESS,3,8,CONHESS/3/8,348733.71
CONHESS,3,9,CONHESS/3/9,359528.65
CONHESS,3,10,CONHESS/3/10,370323.58
CONHESS,3,11,CONHESS/3/11,381118.51
CONHESS,3,12,CONHESS/3/12,391913.44
CONHESS,3,13,CONHESS/3/13,402708.38
CONHESS,3,14,CONHESS/3/14,413503.31
CONHESS,3,15,CONHESS/3/15,424298.24
CONHESS,4,1,CONHESS/4/1,309986.1
CONHESS,4,2,CONHESS/4/2,322532.65
CONHESS,4,3,CONHESS/4/3,335079.2
CONHESS,4,4,CONHESS/4/4,347625.75
CONHESS,4,5,CONHESS/4/5,360172.3
CONHESS,4,6,CONHESS/4/6,372718.85
CONHESS,4,7,CONHESS/4/7,385265.4
CONHESS,4,8,CONHESS/4/8,397811.95
CONHESS,4,9,CONHESS/4/9,410358.5
CONHESS,4,10,CONHESS/4/10,422905.05
CONHESS,4,11,CONHESS/4/11,435451.6
CONHESS,4,12,CONHESS/4/12,447998.15
CONHESS,4,13,CONHESS/4/13,460544.7
CONHESS,4,14,CONHESS/4/14,473091.25
CONHESS,4,15,CONHESS/4/15,485637.8
CONHESS,5,1,CONHESS/5/1,378718.83
CONHESS,5,2,CONHESS/5/2,394007.87
CONHESS,5,3,CONHESS/5/3,409296.91
CONHESS,5,4,CONHESS/5/4,424585.95
CONHESS,5,5,CONHESS/5/5,439874.99
CONHESS,5,6,CONHESS/5/6,455164.03
CONHESS,5,7,CONHESS/5/7,470453.07
CONHESS,5,8,CONHESS/5/8,485742.11
CONHESS,5,9,CONHESS/5/9,501031.15
CONHESS,5,10,CONHESS/5/10,516320.19
CONHESS,5,11,CONHESS/5/11,531609.23
CONHESS,5,12,CONHESS/5/12,546898.27
CONHESS,5,13,CONHESS/5/13,562187.31
CONHESS,5,14,CONHESS/5/14,577476.35
CONHESS,5,15,CONHESS/5/15,592765.39
CONHESS,6,1,CONHESS/6/1,612255.9
CONHESS,6,2,CONHESS/6/2,635053.26
CONHESS,6,3,CONHESS/6/3,657850.62
CONHESS,6,4,CONHESS/6/4,680647.98
CONHESS,6,5,CONHESS/6/5,703445.34
CONHESS,6,6,CONHESS/6/6,726242.7
CONHESS,6,7,CONHESS/6/7,749040.06
CONHESS,6,8,CONHESS/6/8,771837.42
CONHESS,6,9,CONHESS/6/9,794634.78
CONHESS,6,10,CONHESS/6/10,817432.14
CONHESS,6,11,CONHESS/6/11,840229.5
CONHESS,6,12,CONHESS/6/12,863026.86
CONHESS,6,13,CONHESS/6/13,885824.22
CONHESS,6,14,CONHESS/6/14,908621.58
CONHESS,6,15,CONHESS/6/15,931418.94
CONHESS,7,1,CONHESS/7/1,949119.42
CONHESS,7,2,CONHESS/7/2,981711.59
CONHESS,7,3,CONHESS/7/3,1014303.76
CONHESS,7,4,CONHESS/7/4,1046895.93
CONHESS,7,5,CONHESS/7/5,1079488.11
CONHESS,7,6,CONHESS/7/6,1112080.28
CONHESS,7,7,CONHESS/7/7,1144672.45
CONHESS,7,8,CONHESS/7/8,1177264.62
CONHESS,7,9,CONHESS/7/9,1209856.8
CONHESS,7,10,CONHESS/7/10,1242448.97
CONHESS,7,11,CONHESS/7/11,1275041.14
CONHESS,7,12,CONHESS/7/12,1307633.31
CONHESS,7,13,CONHESS/7/13,1340225.49
CONHESS,7,14,CONHESS/7/14,1372817.66
CONHESS,7,15,CONHESS/7/15,1405409.83
CONHESS,8,1,CONHESS/8/1,1102850.02
CONHESS,8,2,CONHESS/8/2,1141188.71
CONHESS,8,3,CONHESS/8/3,1179527.4
CONHESS,8,4,CONHESS/8/4,1217866.09
CONHESS,8,5,CONHESS/8/5,1256204.79
CONHESS,8,6,CONHESS/8/6,1294543.48
CONHESS,8,7,CONHESS/8/7,1332882.17
CONHESS,8,8,CONHESS/8/8,1371220.86
CONHESS,8,9,CONHESS/8/9,1409559.56
CONHESS,8,10,CONHESS/8/10,1447898.25
CONHESS,8,11,CONHESS/8/11,1486236.94
CONHESS,8,12,CONHESS/8/12,1524575.63
CONHESS,8,13,CONHESS/8/13,1562914.33
CONHESS,8,14,CONHESS/8/14,1601253.02
CONHESS,8,15,CONHESS/8/15,1639591.71
CONHESS,9,1,CONHESS/9/1,1305688
CONHESS,9,2,CONHESS/9/2,1342232.08
CONHESS,9,3,CONHESS/9/3,1384509.77
CONHESS,9,4,CONHESS/9/4,1426787.47
CONHESS,9,5,CONHESS/9/5,1469065.17
CONHESS,9,6,CONHESS/9/6,1511342.86
CONHESS,9,7,CONHESS/9/7,1553620.56
CONHESS,9,8,CONHESS/9/8,1595898.26
CONHESS,9,9,CONHESS/9/9,1638175.96
CONHESS,9,10,CONHESS/9/10,1680453.65
CONHESS,9,11,CONHESS/9/11,1722731.35
CONHESS,9,12,CONHESS/9/12,1765009.05
CONHESS,9,13,CONHESS/9/13,1807286.74
CONHESS,9,14,CONHESS/9/14,1849564.44
CONHESS,9,15,CONHESS/9/15,1891842.14
CONHESS,10,1,CONHESS/10/1,1551786.29
CONHESS,10,2,CONHESS/10/2,1590117.03
CONHESS,10,3,CONHESS/10/3,1628447.78
CONHESS,10,4,CONHESS/10/4,1666778.52
CONHESS,10,5,CONHESS/10/5,1705109.27
CONHESS,10,6,CONHESS/10/6,1743440.01
CONHESS,10,7,CONHESS/10/7,1781770.76
CONHESS,10,8,CONHESS/10/8,1820101.5
CONHESS,10,9,CONHESS/10/9,1858432.25
